source	path	line	matched_categories	excerpt
official-modelchecker	src/main/java/org/rebecalang/transparentactormodelchecker/corerebeca/TransparentActorCoreRebecaCoarseGrainedDFSModelChecker.java	89	trace-or-step	CoreRebecaSystemState systemState = state.getState().clone(); Transition<AbstractSystemState> transitions = null; try {
official-modelchecker	src/main/java/org/rebecalang/transparentactormodelchecker/corerebeca/TransparentActorCoreRebecaFineGrainedDFSModelChecker.java	23	trace-or-step	import org.rebecalang.transparentactormodelchecker.transitionsystem.RuleIsDisabledException; import org.rebecalang.transparentactormodelchecker.transitionsystem.Transition; import org.springframework.beans.factory.annotation.Autowired;
official-modelchecker	src/main/java/org/rebecalang/transparentactormodelchecker/corerebeca/TransparentActorCoreRebecaFineGrainedDFSModelChecker.java	65	trace-or-step	private void dfs(TransparentActorTransitionSystemState<CoreRebecaSystemState> state) throws RuleIsDisabledException { Transition<AbstractSystemState> transitions = expandState( state.getState(), state.getState().clone());
official-modelchecker	src/main/java/org/rebecalang/transparentactormodelchecker/corerebeca/TransparentActorCoreRebecaFineGrainedDFSModelChecker.java	80	trace-or-step	private Transition<AbstractSystemState> expandState(CoreRebecaSystemState base, CoreRebecaSystemState state) throws RuleIsDisabledException { Transition<AbstractSystemState> transitions = new
official-modelchecker	src/main/java/org/rebecalang/transparentactormodelchecker/corerebeca/TransparentActorCoreRebecaFineGrainedDFSModelChecker.java	81	trace-or-step	private Transition<AbstractSystemState> expandState(CoreRebecaSystemState base, CoreRebecaSystemState state) throws RuleIsDisabledException { Transition<AbstractSystemState> transitions = new Transition<AbstractSystemState>();
official-modelchecker	src/main/java/org/rebecalang/transparentactormodelchecker/corerebeca/TransparentActorCoreRebecaFineGrainedDFSModelChecker.java	82	trace-or-step	Transition<AbstractSystemState> transitions = new Transition<AbstractSystemState>(); try {
official-modelchecker	src/main/java/org/rebecalang/transparentactormodelchecker/corerebeca/sos/actorlevelrule/CoreRebecaTakeMessageRule.java	9	trace-or-step	import org.rebecalang.transparentactormodelchecker.transitionsystem.RuleIsDisabledException; import org.rebecalang.transparentactormodelchecker.transitionsystem.Transition; import org.springframework.stereotype.Component;
official-modelchecker	src/main/java/org/rebecalang/transparentactormodelchecker/corerebeca/sos/actorlevelrule/CoreRebecaTakeMessageRule.java	16	trace-or-step	@Override public Transition<AbstractActorState> applyRule(AbstractActorState base, AbstractActorState state, Object... additional) throws RuleIsDisabledException { CoreRebecaActorState coreRebecaActorState = (CoreRebecaActorState)state;
official-modelchecker	src/main/java/org/rebecalang/transparentactormodelchecker/corerebeca/sos/actorlevelrule/CoreRebecaTakeMessageRule.java	24	trace-or-step	return Transition.createDeterministicTransition(new TakeMessageAction(message), state); }
official-modelchecker	src/main/java/org/rebecalang/transparentactormodelchecker/corerebeca/sos/compositionlevelrule/CoreRebecaCompositionLevelTakeMessageRule.java	10	trace-or-step	import org.rebecalang.transparentactormodelchecker.transitionsystem.RuleIsDisabledException; import org.rebecalang.transparentactormodelchecker.transitionsystem.Transition; import org.springframework.beans.factory.annotation.Autowired;
official-modelchecker	src/main/java/org/rebecalang/transparentactormodelchecker/corerebeca/sos/compositionlevelrule/CoreRebecaCompositionLevelTakeMessageRule.java	21	trace-or-step	@Override public Transition<AbstractSystemState> applyRule(AbstractSystemState base, AbstractSystemState state, Object... additional) throws RuleIsDisabledException { Transition<AbstractSystemState> transitions = new Transition<AbstractSystemState>();
official-modelchecker	src/main/java/org/rebecalang/transparentactormodelchecker/corerebeca/sos/compositionlevelrule/CoreRebecaCompositionLevelTakeMessageRule.java	22	trace-or-step	public Transition<AbstractSystemState> applyRule(AbstractSystemState base, AbstractSystemState state, Object... additional) throws RuleIsDisabledException { Transition<AbstractSystemState> transitions = new Transition<AbstractSystemState>();
official-modelchecker	src/main/java/org/rebecalang/transparentactormodelchecker/corerebeca/sos/compositionlevelrule/CoreRebecaCompositionLevelTakeMessageRule.java	31	trace-or-step	AbstractActorState actorState = state.getActorState(actorId); Transition<? extends AbstractActorState> result = takeMessageRule.applyRule(
official-modelchecker	src/main/java/org/rebecalang/transparentactormodelchecker/corerebeca/sos/networklevelrule/CoreRebecaNetworkLevelDeliverMessageRule.java	12	trace-or-step	import org.rebecalang.transparentactormodelchecker.transitionsystem.RuleIsDisabledException; import org.rebecalang.transparentactormodelchecker.transitionsystem.Transition; import org.springframework.stereotype.Component;
official-modelchecker	src/main/java/org/rebecalang/transparentactormodelchecker/corerebeca/sos/networklevelrule/CoreRebecaNetworkLevelDeliverMessageRule.java	20	trace-or-step	@Override public Transition<AbstractNetworkState> applyRule(AbstractNetworkState base, AbstractNetworkState state, Object... additional) throws RuleIsDisabledException { Transition<AbstractNetworkState> transitions = new Transition<AbstractNetworkState>();
official-modelchecker	src/main/java/org/rebecalang/transparentactormodelchecker/corerebeca/sos/networklevelrule/CoreRebecaNetworkLevelDeliverMessageRule.java	21	trace-or-step	public Transition<AbstractNetworkState> applyRule(AbstractNetworkState base, AbstractNetworkState state, Object... additional) throws RuleIsDisabledException { Transition<AbstractNetworkState> transitions = new Transition<AbstractNetworkState>(); CoreRebecaNetworkState coreRebecaNetworkState = (CoreRebecaNetworkState)state;
official-modelchecker	src/main/java/org/rebecalang/transparentactormodelchecker/corerebeca/transitionsystem/state/CoreRebecaActorState.java	94	priority	clonedState.queue = CloningRepository.cloneArrayList(this.queue); clonedState.priority = this.priority; clonedState.rilModel = this.rilModel;
official-modelchecker	src/main/java/org/rebecalang/transparentactormodelchecker/timedrebeca/TransparentActorTimedRebecaFTTSModelChecker.java	39	trace-or-step	import org.rebecalang.transparentactormodelchecker.transitionsystem.RuleIsDisabledException; import org.rebecalang.transparentactormodelchecker.transitionsystem.Transition; import org.springframework.beans.factory.annotation.Autowired;
official-modelchecker	src/main/java/org/rebecalang/transparentactormodelchecker/timedrebeca/TransparentActorTimedRebecaFTTSModelChecker.java	123	trace-or-step	TimedRebecaSystemState systemState = state.getState().clone(); Transition<AbstractSystemState> transitions = null;
official-modelchecker	src/main/java/org/rebecalang/transparentactormodelchecker/timedrebeca/sos/actorlevelrule/TimedRebecaTakeMessageRule.java	12	trace-or-step	import org.rebecalang.transparentactormodelchecker.transitionsystem.RuleIsDisabledException; import org.rebecalang.transparentactormodelchecker.transitionsystem.Transition; import org.springframework.stereotype.Component;
official-modelchecker	src/main/java/org/rebecalang/transparentactormodelchecker/timedrebeca/sos/actorlevelrule/TimedRebecaTakeMessageRule.java	19	trace-or-step	@Override public Transition<AbstractActorState> applyRule(AbstractActorState base, AbstractActorState state, Object... additional) throws RuleIsDisabledException { TimedRebecaActorState timedRebecaActorState = (TimedRebecaActorState)state;
official-modelchecker	src/main/java/org/rebecalang/transparentactormodelchecker/timedrebeca/sos/actorlevelrule/TimedRebecaTakeMessageRule.java	23	trace-or-step	throw new RuleIsDisabledException(); Transition<AbstractActorState> transition = new Transition<AbstractActorState>();
official-modelchecker	src/main/java/org/rebecalang/transparentactormodelchecker/timedrebeca/sos/actorlevelrule/TimedRebecaTakeMessageRule.java	32	trace-or-step	prepareScope(timedRebecaActorState, message); transition.addDestination(new TakeMessageAction(message), timedRebecaActorState); if(cnt != indeces.size() - 1) {
official-modelchecker	src/main/java/org/rebecalang/transparentactormodelchecker/timedrebeca/sos/actorlevelrule/TimedRebecaTakeMessageRule.java	37	trace-or-step	} if(transition.isEmpty()) throw new RuleIsDisabledException();
official-modelchecker	src/main/java/org/rebecalang/transparentactormodelchecker/timedrebeca/sos/actorlevelrule/TimedRebecaTakeMessageRule.java	39	trace-or-step	throw new RuleIsDisabledException(); return transition; }
official-modelchecker	src/main/java/org/rebecalang/transparentactormodelchecker/timedrebeca/sos/actorlevelrule/statementlevelrule/TimedRebecaSendMessageSOSRule.java	11	trace-or-step	import org.rebecalang.transparentactormodelchecker.timedrebeca.transitionsystem.state.TimedRebecaMessageState; import org.rebecalang.transparentactormodelchecker.transitionsystem.Transition;
official-modelchecker	src/main/java/org/rebecalang/transparentactormodelchecker/timedrebeca/sos/actorlevelrule/statementlevelrule/TimedRebecaSendMessageSOSRule.java	18	trace-or-step	@Override public Transition<AbstractActorState> applyRule( AbstractActorState base, AbstractActorState state, Object... additional) {
official-modelchecker	src/main/java/org/rebecalang/transparentactormodelchecker/timedrebeca/sos/actorlevelrule/statementlevelrule/TimedRebecaSendMessageSOSRule.java	21	trace-or-step	TimedMsgsrvCallInstructionBean msgsrvCall = (TimedMsgsrvCallInstructionBean) additional[0]; Transition<AbstractActorState> result = super.applyRule(base, state, additional); MessageAction action = (MessageAction) result.getDestinationsActions().get(0);
official-modelchecker	src/main/java/org/rebecalang/transparentactormodelchecker/timedrebeca/sos/compositionlevel/TimedRebecaCompositionLevelTakeMessageRule.java	10	trace-or-step	import org.rebecalang.transparentactormodelchecker.transitionsystem.RuleIsDisabledException; import org.rebecalang.transparentactormodelchecker.transitionsystem.Transition; import org.springframework.beans.factory.annotation.Autowired;
official-modelchecker	src/main/java/org/rebecalang/transparentactormodelchecker/timedrebeca/sos/compositionlevel/TimedRebecaCompositionLevelTakeMessageRule.java	21	trace-or-step	@Override public Transition<AbstractSystemState> applyRule(AbstractSystemState base, AbstractSystemState state, Object... additional) throws RuleIsDisabledException { Transition<AbstractSystemState> transitions = new Transition<AbstractSystemState>();
official-modelchecker	src/main/java/org/rebecalang/transparentactormodelchecker/timedrebeca/sos/compositionlevel/TimedRebecaCompositionLevelTakeMessageRule.java	22	trace-or-step	public Transition<AbstractSystemState> applyRule(AbstractSystemState base, AbstractSystemState state, Object... additional) throws RuleIsDisabledException { Transition<AbstractSystemState> transitions = new Transition<AbstractSystemState>();
official-modelchecker	src/main/java/org/rebecalang/transparentactormodelchecker/timedrebeca/sos/compositionlevel/TimedRebecaCompositionLevelTakeMessageRule.java	27	trace-or-step	AbstractActorState actorState = state.getActorState(actorId); Transition<? extends AbstractActorState> result = takeMessageRule.applyRule(
official-modelchecker	src/main/java/org/rebecalang/transparentactormodelchecker/timedrebeca/sos/networklevelrule/TimedRebecaFTTSNetworkLevelDeliverMessage.java	15	trace-or-step	import org.rebecalang.transparentactormodelchecker.transitionsystem.RuleIsDisabledException; import org.rebecalang.transparentactormodelchecker.transitionsystem.Transition; import org.springframework.stereotype.Component;
official-modelchecker	src/main/java/org/rebecalang/transparentactormodelchecker/timedrebeca/sos/networklevelrule/TimedRebecaFTTSNetworkLevelDeliverMessage.java	22	trace-or-step	@Override public Transition<AbstractNetworkState> applyRule(AbstractNetworkState base, AbstractNetworkState state, Object... additional) throws RuleIsDisabledException {
official-modelchecker	src/main/java/org/rebecalang/transparentactormodelchecker/timedrebeca/sos/networklevelrule/TimedRebecaFTTSNetworkLevelDeliverMessage.java	24	trace-or-step	Object... additional) throws RuleIsDisabledException { Transition<AbstractNetworkState> transitions = new Transition<AbstractNetworkState>(); TimedRebecaNetworkState timedRebecaNetworkState = (TimedRebecaNetworkState)state;
official-modelchecker	src/main/java/org/rebecalang/transparentactormodelchecker/timedrebeca/sos/networklevelrule/TimedRebecaNetworkLevelDeliverMessage.java	7	trace-or-step	import org.rebecalang.transparentactormodelchecker.transitionsystem.RuleIsDisabledException; import org.rebecalang.transparentactormodelchecker.transitionsystem.Transition; import org.springframework.stereotype.Component;
official-modelchecker	src/main/java/org/rebecalang/transparentactormodelchecker/timedrebeca/sos/networklevelrule/TimedRebecaNetworkLevelDeliverMessage.java	14	trace-or-step	@Override public Transition<AbstractNetworkState> applyRule(AbstractNetworkState base, AbstractNetworkState state, Object... additional) throws RuleIsDisabledException {
official-modelchecker	src/main/java/org/rebecalang/transparentactormodelchecker/timedrebeca/sos/networklevelrule/TimedRebecaNetworkLevelDeliverMessage.java	16	trace-or-step	Object... additional) throws RuleIsDisabledException { Transition<AbstractNetworkState> transitions = new Transition<AbstractNetworkState>(); TimedRebecaNetworkState timedRebecaNetworkState = (TimedRebecaNetworkState)state;
official-modelchecker	src/main/java/org/rebecalang/transparentactormodelchecker/timedrebeca/transitionsystem/state/TimedRebecaActorState.java	103	priority	clonedState.bag = CloningRepository.cloneArrayList(this.bag); clonedState.priority = this.priority; clonedState.rilModel = this.rilModel;
official-modelchecker	src/main/java/org/rebecalang/transparentactormodelchecker/transitionsystem/AbstractSOSRule.java	9	trace-or-step	public abstract Transition<T> applyRule(T base, T state, Object ... additional) throws RuleIsDisabledException;
official-modelchecker	src/main/java/org/rebecalang/transparentactormodelchecker/transitionsystem/Transition.java	9	trace-or-step	public class Transition<T> { private List<Action> destinationsActions;
official-modelchecker	src/main/java/org/rebecalang/transparentactormodelchecker/transitionsystem/Transition.java	13	trace-or-step	public static <T> Transition<T> createDeterministicTransition(Action action, T state) { List<Action> destinationsActions = List.of(action);
official-modelchecker	src/main/java/org/rebecalang/transparentactormodelchecker/transitionsystem/Transition.java	16	trace-or-step	List<T> destinationsStates = List.of(state); Transition<T> retValue = new Transition<T>(destinationsActions, destinationsStates); return retValue;
official-modelchecker	src/main/java/org/rebecalang/transparentactormodelchecker/transitionsystem/Transition.java	20	trace-or-step	public static <T> Transition<T> createDeterministicTauTransition(T state) { List<Action> destinationsActions = List.of(TauAction.TAU);
official-modelchecker	src/main/java/org/rebecalang/transparentactormodelchecker/transitionsystem/Transition.java	23	trace-or-step	List<T> destinationsStates = List.of(state); Transition<T> retValue = new Transition<T>(destinationsActions, destinationsStates); return retValue;
official-modelchecker	src/main/java/org/rebecalang/transparentactormodelchecker/transitionsystem/Transition.java	27	trace-or-step	private Transition(List<Action> destinationsActions, List<T> destinationsStates) { this.destinationsActions = destinationsActions;
official-modelchecker	src/main/java/org/rebecalang/transparentactormodelchecker/transitionsystem/Transition.java	32	trace-or-step	public Transition() { destinationsActions = new ArrayList<Action>();
official-modelchecker	src/main/java/org/rebecalang/transparentactormodelchecker/transitionsystem/Transition.java	57	trace-or-step	public Transition<T> merge(Transition<T> tranistion) { destinationsActions.addAll(tranistion.getDestinationsActions());
official-modelchecker	src/test/java/org/rebecalang/transparentactormodelchecker/corerebeca/NetworkAndActorSOSRulesTest.java	35	trace-or-step	import org.rebecalang.transparentactormodelchecker.transitionsystem.RuleIsDisabledException; import org.rebecalang.transparentactormodelchecker.transitionsystem.Transition; import org.springframework.beans.factory.annotation.Autowired;
official-modelchecker	src/test/java/org/rebecalang/transparentactormodelchecker/corerebeca/NetworkAndActorSOSRulesTest.java	108	trace-or-step	Transition<AbstractSystemState> transition = takeMessageRule.applyRule(coreRebecaSystemState, coreRebecaSystemState);
official-modelchecker	src/test/java/org/rebecalang/transparentactormodelchecker/corerebeca/NetworkAndActorSOSRulesTest.java	110	trace-or-step	takeMessageRule.applyRule(coreRebecaSystemState, coreRebecaSystemState); transition = takeMessageRule.applyRule(coreRebecaSystemState, coreRebecaSystemState); transition = executeStatementRule.applyRule(coreRebecaSystemState, coreRebecaSystemState);
official-modelchecker	src/test/java/org/rebecalang/transparentactormodelchecker/corerebeca/NetworkAndActorSOSRulesTest.java	111	trace-or-step	transition = takeMessageRule.applyRule(coreRebecaSystemState, coreRebecaSystemState); transition = executeStatementRule.applyRule(coreRebecaSystemState, coreRebecaSystemState); Assertions.assertEquals(2, transition.size());
official-modelchecker	src/test/java/org/rebecalang/transparentactormodelchecker/corerebeca/NetworkAndActorSOSRulesTest.java	112	trace-or-step	transition = executeStatementRule.applyRule(coreRebecaSystemState, coreRebecaSystemState); Assertions.assertEquals(2, transition.size()); }
official-modelchecker	src/test/java/org/rebecalang/transparentactormodelchecker/corerebeca/NetworkAndActorSOSRulesTest.java	140	trace-or-step	actor2.setRILModel(rilModel); Transition<AbstractSystemState> transition = executeStatementRule.applyRule(coreRebecaSystemState, coreRebecaSystemState);
official-modelchecker	src/test/java/org/rebecalang/transparentactormodelchecker/corerebeca/NetworkAndActorSOSRulesTest.java	142	trace-or-step	executeStatementRule.applyRule(coreRebecaSystemState, coreRebecaSystemState); transition = networkDeliveryRule.applyRule(coreRebecaSystemState, coreRebecaSystemState); Assertions.assertEquals(1, transition.size());
official-modelchecker	src/test/java/org/rebecalang/transparentactormodelchecker/corerebeca/NetworkAndActorSOSRulesTest.java	143	trace-or-step	transition = networkDeliveryRule.applyRule(coreRebecaSystemState, coreRebecaSystemState); Assertions.assertEquals(1, transition.size());
official-modelchecker	src/test/java/org/rebecalang/transparentactormodelchecker/corerebeca/NetworkAndActorSOSRulesTest.java	145	trace-or-step	transition = takeMessageRule.applyRule(coreRebecaSystemState, coreRebecaSystemState); Assertions.assertEquals(1, transition.size());
official-modelchecker	src/test/java/org/rebecalang/transparentactormodelchecker/corerebeca/NetworkAndActorSOSRulesTest.java	146	trace-or-step	transition = takeMessageRule.applyRule(coreRebecaSystemState, coreRebecaSystemState); Assertions.assertEquals(1, transition.size());
official-modelchecker	src/test/java/org/rebecalang/transparentactormodelchecker/corerebeca/NetworkAndActorSOSRulesTest.java	148	trace-or-step	transition = executeStatementRule.applyRule(coreRebecaSystemState, coreRebecaSystemState); Assertions.assertEquals(2, transition.size());
official-modelchecker	src/test/java/org/rebecalang/transparentactormodelchecker/corerebeca/NetworkAndActorSOSRulesTest.java	149	trace-or-step	transition = executeStatementRule.applyRule(coreRebecaSystemState, coreRebecaSystemState); Assertions.assertEquals(2, transition.size());
official-modelchecker	src/test/java/org/rebecalang/transparentactormodelchecker/corerebeca/StatementsSOSRulesTest.java	40	trace-or-step	import org.rebecalang.transparentactormodelchecker.corerebeca.transitionsystem.state.CoreRebecaActorState; import org.rebecalang.transparentactormodelchecker.transitionsystem.Transition; import org.springframework.beans.factory.annotation.Autowired;
official-modelchecker	src/test/java/org/rebecalang/transparentactormodelchecker/corerebeca/StatementsSOSRulesTest.java	161	trace-or-step	riib.setResultTarget(v1); Transition<AbstractActorState> result = rebecInstantiationSOSRule.applyRule(coreRebecaActorState, coreRebecaActorState, riib);
official-modelchecker	src/test/java/org/rebecalang/transparentactormodelchecker/corerebeca/StatementsSOSRulesTest.java	209	trace-or-step	Pair<CoreRebecaActorState, InstructionBean> state = new Pair<CoreRebecaActorState, InstructionBean>(coreRebecaActorState, aib); Transition<AbstractActorState> result = assignmentSOSRule.applyRule( coreRebecaActorState, coreRebecaActorState, aib);
official-modelchecker	src/test/java/org/rebecalang/transparentactormodelchecker/corerebeca/TransitionSystemSOSRulesTest.java	35	trace-or-step	import org.rebecalang.transparentactormodelchecker.transitionsystem.RuleIsDisabledException; import org.rebecalang.transparentactormodelchecker.transitionsystem.Transition; import org.springframework.beans.factory.annotation.Autowired;
official-modelchecker	src/test/java/org/rebecalang/transparentactormodelchecker/corerebeca/TransitionSystemSOSRulesTest.java	102	trace-or-step	Transition<AbstractSystemState> transition = takeMessageRule.applyRule(coreRebecaSystemState, coreRebecaSystemState);
official-modelchecker	src/test/java/org/rebecalang/transparentactormodelchecker/corerebeca/TransitionSystemSOSRulesTest.java	104	trace-or-step	takeMessageRule.applyRule(coreRebecaSystemState, coreRebecaSystemState); Assertions.assertEquals(2, transition.size());
official-modelchecker	src/test/java/org/rebecalang/transparentactormodelchecker/corerebeca/TransitionSystemSOSRulesTest.java	106	trace-or-step	transition = executeStatementRule.applyRule(coreRebecaSystemState, coreRebecaSystemState); Assertions.assertEquals(1, transition.size());
official-modelchecker	src/test/java/org/rebecalang/transparentactormodelchecker/corerebeca/TransitionSystemSOSRulesTest.java	107	trace-or-step	transition = executeStatementRule.applyRule(coreRebecaSystemState, coreRebecaSystemState); Assertions.assertEquals(1, transition.size()); }
official-modelchecker	src/test/java/org/rebecalang/transparentactormodelchecker/corerebeca/TransitionSystemSOSRulesTest.java	132	trace-or-step	actor2.setRILModel(rilModel); Transition<AbstractSystemState> transition = executeStatementRule.applyRule(coreRebecaSystemState, coreRebecaSystemState);
official-modelchecker	src/test/java/org/rebecalang/transparentactormodelchecker/corerebeca/TransitionSystemSOSRulesTest.java	135	trace-or-step	transition = networkDeliveryRule.applyRule(coreRebecaSystemState, coreRebecaSystemState); Assertions.assertEquals(1, transition.size());
official-modelchecker	src/test/java/org/rebecalang/transparentactormodelchecker/corerebeca/TransitionSystemSOSRulesTest.java	136	trace-or-step	transition = networkDeliveryRule.applyRule(coreRebecaSystemState, coreRebecaSystemState); Assertions.assertEquals(1, transition.size());
official-modelchecker	src/test/java/org/rebecalang/transparentactormodelchecker/corerebeca/TransitionSystemSOSRulesTest.java	138	trace-or-step	transition = takeMessageRule.applyRule(coreRebecaSystemState, coreRebecaSystemState); Assertions.assertEquals(1, transition.size());
official-modelchecker	src/test/java/org/rebecalang/transparentactormodelchecker/corerebeca/TransitionSystemSOSRulesTest.java	139	trace-or-step	transition = takeMessageRule.applyRule(coreRebecaSystemState, coreRebecaSystemState); Assertions.assertEquals(1, transition.size());
official-modelchecker	src/test/java/org/rebecalang/transparentactormodelchecker/corerebeca/TransitionSystemSOSRulesTest.java	141	trace-or-step	transition = executeStatementRule.applyRule(coreRebecaSystemState, coreRebecaSystemState); Assertions.assertEquals(2, transition.size());
official-modelchecker	src/test/java/org/rebecalang/transparentactormodelchecker/corerebeca/TransitionSystemSOSRulesTest.java	142	trace-or-step	transition = executeStatementRule.applyRule(coreRebecaSystemState, coreRebecaSystemState); Assertions.assertEquals(2, transition.size());
official-modelchecker	src/test/java/org/rebecalang/transparentactormodelchecker/corerebeca/TransitionSystemSOSRulesTest.java	144	trace-or-step	transition = executeStatementRule.applyRule(coreRebecaSystemState, coreRebecaSystemState); Assertions.assertEquals(1, transition.size());
official-modelchecker	src/test/java/org/rebecalang/transparentactormodelchecker/corerebeca/TransitionSystemSOSRulesTest.java	145	trace-or-step	transition = executeStatementRule.applyRule(coreRebecaSystemState, coreRebecaSystemState); Assertions.assertEquals(1, transition.size());
