source	path	line	matched_categories	excerpt
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/Alarm/Alarm.rebeca	68	priority	main { @priority(1) Controller c(chk):(); @priority(2) Checker chk():();
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/Alarm/Alarm.rebeca	69	priority	@priority(1) Controller c(chk):(); @priority(2) Checker chk():(); KeepAlive ka():();
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/CheckpointBarrier2/CheckpointBarrier2.rebeca	15	priority	@priority(1) msgsrv start() {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/CheckpointBarrier2/CheckpointBarrier2.rebeca	17	trace-or-step	msgsrv start() { self.dispatch(); }
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/CheckpointBarrier2/CheckpointBarrier2.rebeca	20	priority	@priority(2) msgsrv dispatch() {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/CheckpointBarrier2/CheckpointBarrier2.rebeca	21	trace-or-step	@priority(2) msgsrv dispatch() { if (epoch < 8) {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/CheckpointBarrier2/CheckpointBarrier2.rebeca	31	priority	@priority(3) msgsrv arrive() {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/CheckpointBarrier2/CheckpointBarrier2.rebeca	41	trace-or-step	if (epoch < 8) { self.dispatch() after(1); }
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/CheckpointBarrier2/CheckpointBarrier2.rebeca	57	priority	@priority(1) msgsrv kick() {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/CheckpointBarrier2/CheckpointBarrier2.rebeca	62	priority	@priority(2) msgsrv tick() {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/Election/Election.rebeca	12	priority	@priority(1) msgsrv elected0(int v) {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/Election/Election.rebeca	17	priority	@priority(2) msgsrv elected1(int v) {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/Election/Election.rebeca	35	priority	@priority(1) msgsrv fromSrc(int v) {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/Election/Election.rebeca	43	priority	@priority(2) msgsrv fromRouter(int v) {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/Election/Election.rebeca	60	priority	@priority(1) msgsrv routeTo1(int v) {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/Election/Election.rebeca	79	priority	@priority(1) msgsrv in(int v) {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/Election/Election.rebeca	100	priority	@priority(1) msgsrv start() {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/Election/Election.rebeca	117	priority	@priority(1) msgsrv tick() {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/Election/Election.rebeca	129	priority	main { @priority(1) Source src(i0, i1):(); @priority(2) Node0 i0(r, chk):();
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/Election/Election.rebeca	130	priority	@priority(1) Source src(i0, i1):(); @priority(2) Node0 i0(r, chk):(); @priority(3) Router r(i1):();
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/Election/Election.rebeca	131	priority	@priority(2) Node0 i0(r, chk):(); @priority(3) Router r(i1):(); @priority(4) Node1 i1(chk):();
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/Election/Election.rebeca	132	priority	@priority(3) Router r(i1):(); @priority(4) Node1 i1(chk):(); @priority(5) Checker chk():();
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/Election/Election.rebeca	133	priority	@priority(4) Node1 i1(chk):(); @priority(5) Checker chk():(); KeepAlive ka():();
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/Factorial/Factorial.rebeca	11	priority	@priority(1) msgsrv start() {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/Factorial/Factorial.rebeca	23	priority	@priority(1) msgsrv inputN(int n) {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/Factorial/Factorial.rebeca	32	priority	@priority(2) msgsrv complete(int v) {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/Factorial/Factorial.rebeca	47	priority	@priority(1) msgsrv complete(int v) {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/Factorial/Factorial.rebeca	64	priority	@priority(1) msgsrv kick() {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/Factorial/Factorial.rebeca	69	priority	@priority(2) msgsrv tick() {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/Factorial/Factorial.rebeca	81	priority	main { @priority(1) Source src(f, ka):(); @priority(2) FactorialCore f(chk):();
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/Factorial/Factorial.rebeca	82	priority	@priority(1) Source src(f, ka):(); @priority(2) FactorialCore f(chk):(); @priority(3) Checker chk():();
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/Factorial/Factorial.rebeca	83	priority	@priority(2) FactorialCore f(chk):(); @priority(3) Checker chk():(); KeepAlive ka():();
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/Fibonacci/Fibonacci.rebeca	10	priority	@priority(1) msgsrv start() {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/Fibonacci/Fibonacci.rebeca	21	priority	@priority(1) msgsrv inputN(int n) {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/Fibonacci/Fibonacci.rebeca	30	priority	@priority(2) msgsrv complete(int v) {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/Fibonacci/Fibonacci.rebeca	45	priority	@priority(1) msgsrv complete(int v) {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/Fibonacci/Fibonacci.rebeca	63	priority	@priority(1) msgsrv tick() {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/Fibonacci/Fibonacci.rebeca	75	priority	main { @priority(1) Source src(fib):(); @priority(2) FibCore fib(chk):();
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/Fibonacci/Fibonacci.rebeca	76	priority	@priority(1) Source src(fib):(); @priority(2) FibCore fib(chk):(); @priority(3) Checker chk():();
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/Fibonacci/Fibonacci.rebeca	77	priority	@priority(2) FibCore fib(chk):(); @priority(3) Checker chk():(); KeepAlive ka():();
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/Minimal/Minimal.rebeca	13	priority	@priority(1) msgsrv tick() {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/PingPong/PingPong.rebeca	10	priority	@priority(1) msgsrv pongSeen(int v) {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/PingPong/PingPong.rebeca	17	priority	@priority(2) msgsrv pingSeen(int v) {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/PingPong/PingPong.rebeca	35	priority	@priority(1) msgsrv start() {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/PingPong/PingPong.rebeca	40	priority	@priority(2) msgsrv serve(int v) {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/PingPong/PingPong.rebeca	45	priority	@priority(3) msgsrv receive(int v) {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/PingPong/PingPong.rebeca	60	priority	@priority(1) msgsrv receive(int v) {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/PingPong/PingPong.rebeca	66	priority	@priority(2) msgsrv reply(int v) {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/PingPong/PingPong.rebeca	82	priority	@priority(1) msgsrv tick() {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/Pipe/Pipe.rebeca	10	priority	@priority(1) msgsrv complete(int v) {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/Pipe/Pipe.rebeca	26	priority	@priority(1) msgsrv in(int v) {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/Pipe/Pipe.rebeca	40	priority	@priority(1) msgsrv in(int v) {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/Pipe/Pipe.rebeca	45	priority	@priority(2) msgsrv forward(int v) {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/Pipe/Pipe.rebeca	60	priority	@priority(1) msgsrv start() {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/Pipe/Pipe.rebeca	76	priority	@priority(1) msgsrv tick() {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/Pipe/Pipe.rebeca	88	priority	main { @priority(1) Source source(node):(); @priority(2) Node node(sink):();
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/Pipe/Pipe.rebeca	89	priority	@priority(1) Source source(node):(); @priority(2) Node node(sink):(); @priority(3) Sink sink(chk):();
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/Pipe/Pipe.rebeca	90	priority	@priority(2) Node node(sink):(); @priority(3) Sink sink(chk):(); @priority(4) Checker chk():();
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/Pipe/Pipe.rebeca	91	priority	@priority(3) Sink sink(chk):(); @priority(4) Checker chk():(); KeepAlive ka():();
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/ProcessMsg/ProcessMsg.rebeca	10	priority	@priority(1) msgsrv start() {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/ProcessMsg/ProcessMsg.rebeca	31	priority	@priority(1) msgsrv msg(int v) {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/ProcessMsg/ProcessMsg.rebeca	36	priority	@priority(2) msgsrv process(int v) {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/ProcessMsg/ProcessMsg.rebeca	57	priority	@priority(1) msgsrv complete(int v) {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/ProcessMsg/ProcessMsg.rebeca	75	priority	@priority(1) msgsrv tick() {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/ProcessMsg/ProcessMsg.rebeca	87	priority	main { @priority(1) Source src(task):(); @priority(2) Task task(chk):();
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/ProcessMsg/ProcessMsg.rebeca	88	priority	@priority(1) Source src(task):(); @priority(2) Task task(chk):(); @priority(3) Checker chk():();
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/ProcessMsg/ProcessMsg.rebeca	89	priority	@priority(2) Task task(chk):(); @priority(3) Checker chk():(); KeepAlive ka():();
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/Ring/Ring.rebeca	11	priority	@priority(1) msgsrv start() {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/Ring/Ring.rebeca	16	priority	@priority(2) msgsrv in(int v) {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/Ring/Ring.rebeca	30	priority	@priority(1) msgsrv in(int v) {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/Ring/Ring.rebeca	44	priority	@priority(1) msgsrv in(int v) {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/Ring/Ring.rebeca	59	priority	@priority(1) msgsrv returned(int v) {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/Ring/Ring.rebeca	77	priority	@priority(1) msgsrv tick() {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/Ring/Ring.rebeca	89	priority	main { @priority(1) Source s(n1, chk):(); Node1 n1(n2):();
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/Ring/Ring.rebeca	92	priority	Node2 n2(s):(); @priority(2) Checker chk():(); KeepAlive ka():();
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/SafeSend/SafeSend.rebeca	10	priority	@priority(1) msgsrv replySeen(int v) {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/SafeSend/SafeSend.rebeca	17	priority	@priority(2) msgsrv errorIn() {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/SafeSend/SafeSend.rebeca	38	priority	@priority(1) msgsrv start() {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/SafeSend/SafeSend.rebeca	44	priority	@priority(2) msgsrv in(int v) {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/SafeSend/SafeSend.rebeca	59	priority	@priority(1) msgsrv in(int v) {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/SafeSend/SafeSend.rebeca	68	priority	@priority(2) msgsrv err() {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/SafeSend/SafeSend.rebeca	84	priority	@priority(1) msgsrv tick() {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/SafeSend/SafeSend.rebeca	96	priority	main { @priority(1) Server s(c, chk):(); @priority(2) Client c(s, chk):();
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/SafeSend/SafeSend.rebeca	97	priority	@priority(1) Server s(c, chk):(); @priority(2) Client c(s, chk):(); @priority(3) Checker chk():();
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/SafeSend/SafeSend.rebeca	98	priority	@priority(2) Client c(s, chk):(); @priority(3) Checker chk():(); KeepAlive ka():();
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/Subway/Subway.rebeca	9	priority	@priority(1) msgsrv start() {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/Subway/Subway.rebeca	14	priority	@priority(2) msgsrv requestAfterWait() {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/Subway/Subway.rebeca	19	priority	@priority(3) msgsrv finishPassing() {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/Subway/Subway.rebeca	36	priority	@priority(1) msgsrv arm() {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/Subway/Subway.rebeca	41	priority	@priority(2) msgsrv doneIn() {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/Subway/Subway.rebeca	46	priority	@priority(3) msgsrv timeout() {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/Subway/Subway.rebeca	64	priority	@priority(1) msgsrv kick() {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/Subway/Subway.rebeca	69	priority	@priority(2) msgsrv tick() {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/Subway/Subway.rebeca	90	priority	@priority(1) msgsrv start() {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/Thermostat/Thermostat.rebeca	10	priority	@priority(1) msgsrv heatIn(int v) {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/Thermostat/Thermostat.rebeca	31	priority	@priority(1) msgsrv temperature(int v) {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/Thermostat/Thermostat.rebeca	52	priority	@priority(1) msgsrv start() {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/Thermostat/Thermostat.rebeca	68	priority	@priority(1) msgsrv tick() {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/Thermostat/Thermostat.rebeca	80	priority	main { @priority(1) TemperatureSource src(t):(); @priority(2) ThermostatCore t(chk):();
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/Thermostat/Thermostat.rebeca	81	priority	@priority(1) TemperatureSource src(t):(); @priority(2) ThermostatCore t(chk):(); @priority(3) Checker chk():();
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/Thermostat/Thermostat.rebeca	82	priority	@priority(2) ThermostatCore t(chk):(); @priority(3) Checker chk():(); KeepAlive ka():();
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/TrafficLight/TrafficLight.rebeca	12	priority	@priority(1) msgsrv stateIn(int v) {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/TrafficLight/TrafficLight.rebeca	17	priority	@priority(2) msgsrv sigGIn() {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/TrafficLight/TrafficLight.rebeca	39	priority	@priority(1) msgsrv start() {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/TrafficLight/TrafficLight.rebeca	45	priority	@priority(2) msgsrv emitGreen() {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/TrafficLight/TrafficLight.rebeca	62	priority	@priority(1) msgsrv tick() {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/TrafficLight/TrafficLight.rebeca	74	priority	main { @priority(1) TrafficLightCore tl(chk):(); @priority(2) Checker chk():();
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/TrafficLight/TrafficLight.rebeca	75	priority	@priority(1) TrafficLightCore tl(chk):(); @priority(2) Checker chk():(); KeepAlive ka():();
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/TrainDoor/TrainDoor.rebeca	12	priority	@priority(1) msgsrv trainEvt() {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/TrainDoor/TrainDoor.rebeca	19	priority	@priority(2) msgsrv doorEvt() {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/TrainDoor/TrainDoor.rebeca	33	priority	@priority(1) msgsrv move() {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/TrainDoor/TrainDoor.rebeca	47	priority	@priority(1) msgsrv close() {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/TrainDoor/TrainDoor.rebeca	52	priority	@priority(2) msgsrv finishClose() {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/TrainDoor/TrainDoor.rebeca	68	priority	@priority(1) msgsrv start() {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/TrainDoor/TrainDoor.rebeca	85	priority	@priority(1) msgsrv tick() {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/TrainDoor/TrainDoor.rebeca	97	priority	main { @priority(1) Train t(chk):(); @priority(1) Door d(chk):();
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/TrainDoor/TrainDoor.rebeca	98	priority	@priority(1) Train t(chk):(); @priority(1) Door d(chk):(); @priority(2) Checker chk():();
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/TrainDoor/TrainDoor.rebeca	99	priority	@priority(1) Door d(chk):(); @priority(2) Checker chk():(); Controller c(t, d):();
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/TrainDoor2/TrainDoor2.rebeca	11	priority	@priority(1) msgsrv start() {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/TrainDoor2/TrainDoor2.rebeca	31	priority	@priority(1) msgsrv in(int v) {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/TrainDoor2/TrainDoor2.rebeca	51	priority	@priority(1) msgsrv in(int v) {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/TrainDoor2/TrainDoor2.rebeca	77	priority	@priority(1) msgsrv in1(int v) {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/TrainDoor2/TrainDoor2.rebeca	86	priority	@priority(2) msgsrv in2(int v) {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/TrainDoor2/TrainDoor2.rebeca	105	priority	@priority(1) msgsrv sumIn(int v) {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/TrainDoor2/TrainDoor2.rebeca	123	priority	@priority(1) msgsrv tick() {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/TrainDoor2/TrainDoor2.rebeca	135	priority	main { @priority(1) Train t(s):(); @priority(1) Door d(s):();
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/TrainDoor2/TrainDoor2.rebeca	136	priority	@priority(1) Train t(s):(); @priority(1) Door d(s):(); @priority(2) Sink s(chk):();
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/TrainDoor2/TrainDoor2.rebeca	137	priority	@priority(1) Door d(s):(); @priority(2) Sink s(chk):(); @priority(3) Checker chk():();
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/TrainDoor2/TrainDoor2.rebeca	138	priority	@priority(2) Sink s(chk):(); @priority(3) Checker chk():(); Controller c(t, d):();
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/TrainDoorFeedback/TrainDoorFeedback.rebeca	12	priority	@priority(1) msgsrv start() {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/TrainDoorFeedback/TrainDoorFeedback.rebeca	33	priority	@priority(1) msgsrv in(int v) {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/TrainDoorFeedback/TrainDoorFeedback.rebeca	53	priority	@priority(1) msgsrv in(int v) {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/TrainDoorFeedback/TrainDoorFeedback.rebeca	73	priority	@priority(1) msgsrv in(int v) {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/TrainDoorFeedback/TrainDoorFeedback.rebeca	101	priority	@priority(1) msgsrv a(int v) {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/TrainDoorFeedback/TrainDoorFeedback.rebeca	111	priority	@priority(2) msgsrv b(int v) {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/TrainDoorFeedback/TrainDoorFeedback.rebeca	143	priority	@priority(1) msgsrv partial(int v) {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/TrainDoorFeedback/TrainDoorFeedback.rebeca	153	priority	@priority(2) msgsrv c(int v) {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/TrainDoorFeedback/TrainDoorFeedback.rebeca	173	priority	@priority(1) msgsrv sumIn(int v) {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/TrainDoorFeedback/TrainDoorFeedback.rebeca	191	priority	@priority(1) msgsrv tick() {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/TrainDoorFeedback/TrainDoorFeedback.rebeca	203	priority	main { @priority(1) Train t(s12):(); @priority(1) DoorA d(s12):();
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/TrainDoorFeedback/TrainDoorFeedback.rebeca	204	priority	@priority(1) Train t(s12):(); @priority(1) DoorA d(s12):(); @priority(1) DoorB d2(s123):();
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/TrainDoorFeedback/TrainDoorFeedback.rebeca	205	priority	@priority(1) DoorA d(s12):(); @priority(1) DoorB d2(s123):(); @priority(2) Sum2 s12(s123):();
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/TrainDoorFeedback/TrainDoorFeedback.rebeca	206	priority	@priority(1) DoorB d2(s123):(); @priority(2) Sum2 s12(s123):(); @priority(3) SumFinal s123(chk):();
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/TrainDoorFeedback/TrainDoorFeedback.rebeca	207	priority	@priority(2) Sum2 s12(s123):(); @priority(3) SumFinal s123(chk):(); @priority(4) Checker chk():();
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/TrainDoorFeedback/TrainDoorFeedback.rebeca	208	priority	@priority(3) SumFinal s123(chk):(); @priority(4) Checker chk():(); Controller c(t, d, d2):();
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/UnsafeSend/UnsafeSend.rebeca	10	priority	@priority(1) msgsrv errorIn() {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/UnsafeSend/UnsafeSend.rebeca	15	priority	@priority(2) msgsrv latch() {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/UnsafeSend/UnsafeSend.rebeca	30	priority	@priority(1) msgsrv start() {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/UnsafeSend/UnsafeSend.rebeca	35	priority	@priority(2) msgsrv in(int v) {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/UnsafeSend/UnsafeSend.rebeca	48	priority	@priority(1) msgsrv in(int v) {
published-parser-artifact	ReLico-fmcad-2026-artifact-v1/verifier-benchmarks/TR/src/UnsafeSend/UnsafeSend.rebeca	55	priority	@priority(2) msgsrv err() {
