path	line	declaration_kind	declaration_name	matched_terms	source_line
Relico/Tests/ZeroDelayPriorityMismatch.lean	316			priority	zeroDelayPrioritySourceQueue
Relico/Tests/ZeroDelayPriorityMismatch.lean	322	def	zeroDelayPriorityTargetBefore	priority	def zeroDelayPriorityTargetBefore :
Relico/Tests/ZeroDelayPriorityMismatch.lean	326			priority	zeroDelayPriorityTag
Relico/Tests/ZeroDelayPriorityMismatch.lean	332			priority	zeroDelayPriorityOldLowAction
Relico/Tests/ZeroDelayPriorityMismatch.lean	338			priority	dispatchPriorityHighName)
Relico/Tests/ZeroDelayPriorityMismatch.lean	339			priority	zeroDelayPriorityDelay
Relico/Tests/ZeroDelayPriorityMismatch.lean	343	def	zeroDelayPriorityTargetAfter	priority	def zeroDelayPriorityTargetAfter :
Relico/Tests/ZeroDelayPriorityMismatch.lean	347			priority	zeroDelayPriorityTag
Relico/Tests/ZeroDelayPriorityMismatch.lean	353			priority	zeroDelayPriorityTargetQueue
Relico/Tests/ZeroDelayPriorityMismatch.lean	359	theorem	zero_delay_priority_source_shape_is_reachable	priority	theorem zero_delay_priority_source_shape_is_reachable :
Relico/Tests/ZeroDelayPriorityMismatch.lean	363			priority	dispatchPriorityLowName,
Relico/Tests/ZeroDelayPriorityMismatch.lean	364			priority	dispatchPriorityHighName
Relico/Tests/ZeroDelayPriorityMismatch.lean	366			priority	zeroDelayPrioritySourceBefore
Relico/Tests/ZeroDelayPriorityMismatch.lean	368			priority	dispatchPriorityHighName
Relico/Tests/ZeroDelayPriorityMismatch.lean	370			priority	zeroDelayPriorityTime
Relico/Tests/ZeroDelayPriorityMismatch.lean	371			priority	zeroDelayPriorityDelay))
Relico/Tests/ZeroDelayPriorityMismatch.lean	372			priority	zeroDelayPrioritySourceAfter := by
Relico/Tests/ZeroDelayPriorityMismatch.lean	375			priority	zeroDelayPrioritySourceBefore,
Relico/Tests/ZeroDelayPriorityMismatch.lean	376			priority	zeroDelayPrioritySourceAfter,
Relico/Tests/ZeroDelayPriorityMismatch.lean	377			priority	zeroDelayPrioritySourceQueue,
Relico/Tests/ZeroDelayPriorityMismatch.lean	378			priority	zeroDelayPriorityOldLowMessage,
Relico/Tests/ZeroDelayPriorityMismatch.lean	379			priority	zeroDelayPriorityNewHighMessage
Relico/Tests/ZeroDelayPriorityMismatch.lean	384			priority	dispatchPriorityLowName,
Relico/Tests/ZeroDelayPriorityMismatch.lean	385			priority	dispatchPriorityHighName
Relico/Tests/ZeroDelayPriorityMismatch.lean	388			priority	zeroDelayPriorityTime)
Relico/Tests/ZeroDelayPriorityMismatch.lean	392			priority	zeroDelayPriorityOldLowMessage
Relico/Tests/ZeroDelayPriorityMismatch.lean	395			priority	dispatchPriorityHighName)
Relico/Tests/ZeroDelayPriorityMismatch.lean	397			priority	zeroDelayPriorityDelay)
Relico/Tests/ZeroDelayPriorityMismatch.lean	402	theorem	zero_delay_priority_target_shape_is_reachable	priority	theorem zero_delay_priority_target_shape_is_reachable :
Relico/Tests/ZeroDelayPriorityMismatch.lean	407			priority	dispatchPriorityLowName,
Relico/Tests/ZeroDelayPriorityMismatch.lean	409			priority	dispatchPriorityHighName
Relico/Tests/ZeroDelayPriorityMismatch.lean	411			priority	zeroDelayPriorityTargetBefore
Relico/Tests/ZeroDelayPriorityMismatch.lean	414			priority	dispatchPriorityHighName)
Relico/Tests/ZeroDelayPriorityMismatch.lean	416			priority	zeroDelayPriorityTag
Relico/Tests/ZeroDelayPriorityMismatch.lean	417			priority	zeroDelayPriorityDelay))
Relico/Tests/ZeroDelayPriorityMismatch.lean	418			priority	zeroDelayPriorityTargetAfter := by
Relico/Tests/ZeroDelayPriorityMismatch.lean	421			priority	zeroDelayPriorityTargetBefore,
Relico/Tests/ZeroDelayPriorityMismatch.lean	422			priority	zeroDelayPriorityTargetAfter,
Relico/Tests/ZeroDelayPriorityMismatch.lean	423			priority	zeroDelayPriorityTargetQueue,
Relico/Tests/ZeroDelayPriorityMismatch.lean	424			priority	zeroDelayPriorityOldLowAction,
Relico/Tests/ZeroDelayPriorityMismatch.lean	425			priority	zeroDelayPriorityNewHighAction
Relico/Tests/ZeroDelayPriorityMismatch.lean	431			priority	dispatchPriorityLowName,
Relico/Tests/ZeroDelayPriorityMismatch.lean	433			priority	dispatchPriorityHighName
Relico/Tests/ZeroDelayPriorityMismatch.lean	436			priority	zeroDelayPriorityTag)
Relico/Tests/ZeroDelayPriorityMismatch.lean	440			priority	zeroDelayPriorityOldLowAction
Relico/Tests/ZeroDelayPriorityMismatch.lean	444			priority	dispatchPriorityHighName)
Relico/Tests/ZeroDelayPriorityMismatch.lean	446			priority	zeroDelayPriorityDelay)
Relico/Translation/BoundPayloadBasic.lean	50			priority	Formal-parameter order and priority metadata are preserved exactly.
Relico/Translation/BoundPayloadBasic.lean	67			priority	priority :=
Relico/Translation/BoundPayloadBasic.lean	68			priority	server.priority
Relico/Translation/BoundPayloadBasic.lean	135	theorem	compilePayloadMessageServer_priority	priority	theorem compilePayloadMessageServer_priority
Relico/Translation/BoundPayloadBasic.lean	138			priority	server).priority =
Relico/Translation/BoundPayloadBasic.lean	139			priority	server.priority := by
Relico/Translation/MultiStoreBasic.lean	1			priority	import Relico.DTR.MessageServerPriority
Relico/Translation/MultiStoreBasic.lean	18	def	priorityOrderedMessageServers	priority	def priorityOrderedMessageServers
Relico/Translation/MultiStoreBasic.lean	22			priority	DTR.MessageServerPriority.normalize
Relico/Translation/MultiStoreBasic.lean	26	theorem	priorityOrderedMessageServers_mem_iff	priority	theorem priorityOrderedMessageServers_mem_iff
Relico/Translation/MultiStoreBasic.lean	31			priority	priorityOrderedMessageServers
Relico/Translation/MultiStoreBasic.lean	37			priority	DTR.MessageServerPriority.mem_normalize_iff
Relico/Translation/MultiStoreBasic.lean	42	theorem	priorityOrderedMessageServers_length	priority	theorem priorityOrderedMessageServers_length
Relico/Translation/MultiStoreBasic.lean	45			priority	(priorityOrderedMessageServers
Relico/Translation/MultiStoreBasic.lean	50			priority	DTR.MessageServerPriority.length_normalize
Relico/Translation/MultiStoreBasic.lean	55			priority	stable local-priority order.
Relico/Translation/MultiStoreBasic.lean	61			priority	(priorityOrderedMessageServers
Relico/Translation/MultiStoreBasic.lean	69			priority	stable local-priority order as the logical actions.
Relico/Translation/MultiStoreBasic.lean	75			priority	(priorityOrderedMessageServers
Relico/Translation/MultiStoreBasic.lean	86			priority	(priorityOrderedMessageServers
Relico/Translation/MultiStoreBasic.lean	176			priority	(priorityOrderedMessageServers_mem_iff
Relico/Translation/MultiStoreBasic.lean	240			priority	(priorityOrderedMessageServers_mem_iff
Relico/Translation/MultiStoreBasic.lean	262			priority	priority-ordered target list.
Relico/Translation/MultiStoreBasic.lean	281			priority	(priorityOrderedMessageServers_mem_iff
Relico/Translation/MultiStoreBasic.lean	318			priority	(priorityOrderedMessageServers_mem_iff
Relico/Translation/MultiStoreBasic.lean	346			priority	priority-normalized source list.
Relico/Translation/MultiStorePayloadBasic.lean	1			priority	import Relico.DTR.MultiStorePayloadPriority
Relico/Translation/MultiStorePayloadBasic.lean	112			priority	priority :=
Relico/Translation/MultiStorePayloadBasic.lean	117			priority	action reaction. Formal-parameter order and priority metadata are
Relico/Translation/MultiStorePayloadBasic.lean	141			priority	priority :=
Relico/Translation/MultiStorePayloadBasic.lean	142			priority	messageServer.priority
Relico/Translation/MultiStorePayloadBasic.lean	147	def	priorityOrderedMultiStorePayloadMessageServers	priority	def priorityOrderedMultiStorePayloadMessageServers
Relico/Translation/MultiStorePayloadBasic.lean	151			priority	DTR.MultiStorePayloadMessageServerPriority.normalize
Relico/Translation/MultiStorePayloadBasic.lean	165			priority	(priorityOrderedMultiStorePayloadMessageServers
Relico/Translation/MultiStorePayloadBasic.lean	179			priority	priorityOrderedMultiStorePayloadMessageServers
Relico/Translation/MultiStorePayloadBasic.lean	253	theorem	compileMultiStorePayloadReaction_priority	priority	theorem compileMultiStorePayloadReaction_priority
Relico/Translation/MultiStorePayloadBasic.lean	257			priority	messageServer).priority =
Relico/Translation/MultiStorePayloadBasic.lean	258			priority	messageServer.priority := by
Relico/Translation/MultiStorePayloadBasic.lean	263			priority	The priority-ordered source declaration list contains exactly the declarations
Relico/Translation/MultiStorePayloadBasic.lean	266	theorem	priorityOrderedMultiStorePayloadMessageServers_mem_iff	priority	theorem priorityOrderedMultiStorePayloadMessageServers_mem_iff
Relico/Translation/MultiStorePayloadBasic.lean	272			priority	priorityOrderedMultiStorePayloadMessageServers
Relico/Translation/MultiStorePayloadBasic.lean	278			priority	priorityOrderedMultiStorePayloadMessageServers
Relico/Translation/MultiStorePayloadBasic.lean	280			priority	DTR.MultiStorePayloadMessageServerPriority.mem_normalize_iff
Relico/Translation/MultiStorePayloadBasic.lean	305			priority	(priorityOrderedMultiStorePayloadMessageServers_mem_iff
Relico/Translation/MultiStorePayloadBasic.lean	343			priority	(priorityOrderedMultiStorePayloadMessageServers_mem_iff
